Ticker,Name-IB,Country-IB,Exchange-IB,Currency-IB,ISIN-19.7,ISIN-IB
1612,VINCENT MEDICAL HOLDINGS LTD,Hong Kong,SEHK,HKD,KYG9367D1025,
8340,VINCO FINANCIAL GROUP LTD,Hong Kong,SEHK,HKD,,
VCPS,VINCOMPASS CORP,,VALUE,USD,,
3331,VINDA INTERNATIONAL HOLDINGS,Hong Kong,SEHK,HKD,,
VINDHYATE,VINDHYA TELELINKS LIMITED,India,NSE,INR,,INE707A01012
VIOT,VIOMI TECHNOLOGY CO LTD-ADR,United States of America,NASDAQ,USD,,
VOQP,VIOQUEST PHARMACEUTICALS INC,United States of America,PINK,USD,,
VNOM,VIPER ENERGY PARTNERS LP,United States of America,NASDAQ,USD,,
VPER,VIPER NETWORKS INC,United States of America,PINK,USD,,
VIPS,VIPSHOP HOLDINGS LTD - ADR,United States of America,NYSE,USD,,
VIPULLTD,VIPUL LTD,India,NSE,INR,,INE946H01037
VLA,VIRALYTICS LTD.,,VALUE,AUD,,
VIRA,VIRATECH CORP,United States of America,PINK,USD,,
VIRP,VIRBAC SA,France,SBF,EUR,,FR0000031577
VIRC,VIRCO MFG CORPORATION,United States of America,NASDAQ,USD,,
VREO,VIREO HEALTH INTL-SUB VOTE R,Canada,PURE,CAD,,
VAH,VIRGIN AUSTRALIA HOLDINGS LT,Australia,ASX,AUD,,
CYBG,VIRGIN MONEY UK PLC,United Kingdom,LSE,GBP,,
VABB,VIRGINIA BANK BANKSHARES INC,United States of America,PINK,USD,,
VCBS,VIRGINIA COMMUNITY BANKSHARE,,VALUE,USD,,
VUI,VIRGINIA ENERGY RESOURCES IN,Canada,VENTURE,CAD,,
VHO,VIRGINIA HILLS OIL CORP,,VALUE,CAD,,
VABK,VIRGINIA NATIONAL BANKSHARES,United States of America,PINK,USD,,
VHC,VIRNETX HOLDING CORP,United States of America,AMEX,USD,,
VPRO,VIROPRO INC,United States of America,PINK,USD,,
1565,VIRSCEND EDUCATION CO LTD,Hong Kong,SEHK,HKD,,
VTSI,VIRTRA INC,United States of America,NASDAQ,USD,,
VIRT,VIRTU FINANCIAL INC-CLASS A,United States of America,NASDAQ,USD,,
PGCX,VIRTUAL SOURCING INC,,VALUE,USD,,
VTLR,VIRTUALARMOUR INTERNATIONAL,United States of America,PINK,USD,,
6193,VIRTUALEX HOLDINGS INC,Japan,TSEJ,JPY,,JP3778230007
VRT,VIRTUS HEALTH LTD,Australia,ASX,AUD,AU000000VRT3,AU000000VRT3
VRTS,VIRTUS INVESTMENT PARTNERS,United States of America,NASDAQ,USD,,
BBC,VIRTUS LIFESCI BIOTECH CLINI,,ARCA,USD,,
VOIL,VIRTUS OIL AND GAS CORP,,VALUE,USD,,
DCA,VIRTUS TOTAL RETURN FUND,,VALUE,USD,,
VRTU,VIRTUSA CORP,United States of America,NASDAQ,USD,,
V,VISA INC,,US Exchange,,,
VISASTEEL,VISA STEEL LTD,India,NSE,INR,,INE286H01012
VIVIDHA,VISAGAR POLYTEX LIMITED,India,NSE,INR,,INE370E01029
VISAKAIND,VISAKA INDUSTRIES LIMITED,India,NSE,INR,,INE392A01013
V6C,VISCOM AG,Germany,IBIS,EUR,,DE0007846867
VML,VISCOUNT MINING CORP,Canada,VENTURE,CAD,,
VSYS,VISCOUNT SYSTEMS INC,United States of America,PINK,USD,,
VISESHINF,VISESH INFOTECNICS LTD,India,NSE,INR,,INE861A01058
VSH,VISHAY INTERTECHNOLOGY INC,United States of America,NYSE,USD,,
VPG,VISHAY PRECISION GROUP,United States of America,NYSE,USD,,
VISHNU,VISHNU CHEMICALS LIMITED,India,NSE,INR,,INE270I01014
8107,VISION INTERNATIONAL HOLDING,Hong Kong,SEHK,HKD,,
0862,VISION VALUES HOLDINGS LTD,Hong Kong,SEHK,HKD,,
9263,VISIONARYHOLDINGS CO LTD,Japan,TSEJ,JPY,JP3800340006,JP3800340006
VISN,VISIONCHINA MEDIA INC-ADR,United States of America,DOLLR4LOT,USD,,
VTI,VISIONEERING TECH-CDI,Australia,ASX,AUD,,AU000000VTI2
VISM,VISIUM TECHNOLOGIES INC,United States of America,PINK,USD,,
VKSC,VISKASE COS INC,United States of America,PINK,USD,,
VISL,VISLINK TECHNOLOGIES INC,United States of America,NASDAQ,USD,,
VGZ,VISTA GOLD CORP,Canada,TSE,CAD,,
VGL,VISTA GROUP INTERNATIONAL LT,Australia,ASX,AUD,,NZVGLE0003S1
VVIT,VISTA INTERNATIONAL TECH INC,United States of America,PINK,USD,,
VISTAA,VISTA OIL & GAS SAB DE CV,Mexico,MEXI,MXN,,MX01VI0C0006
VSTO,VISTA OUTDOOR INC,United States of America,NYSE,USD,,
VTGN,VISTAGEN THERAPEUTICS INC,United States of America,NASDAQ,USD,,
8535,VISTAR HOLDINGS LTD,Hong Kong,SEHK,HKD,,
VC,VISTEON CORP,United States of America,NASDAQ,USD,,
VST,VISTRA ENERGY CORP,United States of America,NYSE,USD,,
BVS,VISTRY GROUP PLC,United Kingdom,LSE,GBP,,
VFTR,VISUAL FRONTIER INC,,VALUE,USD,,
VTG,VITA GROUP LTD,Australia,ASX,AUD,,AU000000VTG6
VLS,VITA LIFE SCIENCES LTD,Australia,ASX,AUD,,AU000000VLS8
VMSI,VITA MOBILE SYSTEMS INC,United States of America,PINK,USD,,
VUX,VITAL ENERGY INC,Canada,VENTURE,CAD,,
VML,VITAL METALS LIMITED,Australia,ASX,AUD,,AU000000VML1
VTH,VITALHARVEST FREEHOLD TRUST,Australia,ASX,AUD,AU0000018343,
VCBD,VITALIBIS INC,United States of America,PINK,USD,,
VBIO,VITALITY BIOPHARMA INC,United States of America,PINK,USD,,
VPI,VITALITY PRODUCTS INC.,Canada,VENTURE,CAD,,
VTMB,VITAMIN BLUE INC,United States of America,PINK,USD,,
VTMS,VITAMINSPICE,,VALUE,USD,,
VTNA,VITANIA LTD,Israel,TASE,ILS,IL0011099665,IL0011099665
0345,VITASOY INTL HOLDINGS LTD,Hong Kong,SEHK,HKD,,
VXEL,VITAXEL GROUP LTD,United States of America,PINK,USD,,
VTC,VITEC GROUP PLC/THE,United Kingdom,LSE,GBP,,
VCI,VITREOUS GLASS INC,Canada,VENTURE,CAD,CA92852B1013,
VODG,VITRO DIAGNOSTICS INC,United States of America,PINK,USD,,
VTFN,VITROLIFE AB,Germany,FWB2,EUR,,SE0011205202
1873,VIVA BIOTECH HOLDINGS,Hong Kong,SEHK,HKD,,
8032,VIVA CHINA HOLDINGS LTD,Hong Kong,SEHK,HKD,KYG9374E1199,
VEA,VIVA ENERGY GROUP LTD,Australia,ASX,AUD,AU0000016875,AU0000016875
OTTV,VIVA ENTERTAINMENT GROUP INC,United States of America,PINK,USD,,
VAU,VIVA GOLD CORP,Canada,VENTURE,CAD,,
VVA,VIVA LEISURE LTD,Australia,ASX,AUD,,AU0000046013
VIVK,VIVAKOR INC,United States of America,PINK,USD,,
VAM,VIVALDI OPPORTUNITIES FUND,,VALUE,USD,,
VCOM,VIVERE COMMUNITIES INC,Canada,VENTURE,CAD,,
VIV,VIVID TECHNOLOGY LTD,Australia,ASX,AUD,,
OMK,VIVIDTHREE HOLDINGS LTD,Singapore,SGX,SGD,,SGXE74791307
VIVIMEDLA,VIVIMED LABS LTD,India,NSE,INR,,INE526G01021
VSLR,VIVINT SOLAR INC,United States of America,NYSE,USD,,
VVCIF,VIVO CANNABIS INC,United States of America,PINK,USD,,
VVO,VIVO ENERGY PLC,United Kingdom,LSE,GBP,,GB00BDGT2M75
VVPR,VIVOPOWER INTERNATIONAL PLC,United States of America,NASDAQ,USD,,
PBD,VIVORYON THERAPEUTICS AG,Netherlands,AEB,EUR,,
VVUS,VIVUS INC,United States of America,NASDAQ,USD,,
VXS,VIXS SYSTEMS INC,,VALUE,CAD,,
1782,VIXTEL TECHNOLOGIES HOLDINGS,Hong Kong,SEHK,HKD,,
VIZC,VIZCONNECT INC,United States of America,PINK,USD,,
VZLA,VIZSLA RESOURCES CORP,Canada,VENTURE,CAD,,
VMART,VMART RETAIL LTD,India,NSE,INR,,INE665J01013
VMT,VMOTO LTD,Australia,ASX,AUD,,AU000000VMT4
VMW,VMWARE INC-CLASS A,Mexico,NYSE,USD,,
VNUE,VNUE INC,United States of America,PINK,USD,,
3738,VOBILE GROUP LTD,Hong Kong,SEHK,HKD,,
VOC,VOC ENERGY TRUST,United States of America,NYSE,USD,,
VET,VOCATION LTD,,VALUE,AUD,,
VCRA,VOCERA COMMUNICATIONS INC,United States of America,NYSE,USD,,
VOC,VOCUS GROUP LTD,Australia,ASX,AUD,AU000000VOC6,
VOD,VODACOM GROUP LTD,South Africa,JSE,ZAR,,ZAE000132577
VOD,VODAFONE GROUP PLC,Germany,LSE,GBP,,GB00BH4HKS39
IDEA,VODAFONE IDEA LTD,India,NSE,INR,,INE669E01016
8033,VODATEL NETWORKS,Hong Kong,SEHK,HKD,,
VDKB,VODKA BRANDS CORP,United States of America,PINK,USD,,
VMII,VOICE MOBILITY INTL INC,United States of America,PINK,USD,,
VOIC,VOIP INC ,,VALUE,USD,,
VOHO,VOLCAN HOLDINGS INC,United States of America,PINK,USD,,
VG,VOLCANIC GOLD MINES INC,Canada,VENTURE,CAD,,
VGAS,VOLGA GAS PLC,United Kingdom,LSE,GBP,GB00B1VN4809,
VNRX,VOLITIONRX LTD,United States of America,AMEX,USD,,
KVW,VOLKERWESSELS,,VALUE,EUR,,
VW,VOLKSWAGEN AG,Germany,VALUE,CHF,,
VHT,VOLPARA HEALTH TECHNOLOGIES,Australia,ASX,AUD,,NZVHTE0001S6
VOLT,VOLT ENERGY CORP,Canada,VENTURE,CAD,,
VPR,VOLT POWER GROUP LTD,Australia,ASX,AUD,,AU000000VPR1
VRC,VOLT RESOURCES LTD,Australia,ASX,AUD,,AU000000VRC9
VTAS,VOLTA FINANCE LTD,United Kingdom,LSE,GBP,,GG00B1GHHH78
3639,VOLTAGE INC,Japan,TSEJ,JPY,JP3855700005,JP3855700005
VOLTAMP,VOLTAMP TRANSFORMERS LTD,India,NSE,INR,,INE540H01012
VLTC,VOLTARI CORP,,VALUE,USD,,
VOLTAS,VOLTAS LIMITED,India,NSE,INR,,INE226A01021
FAN,VOLUTION GROUP PLC,United Kingdom,LSE,GBP,,GB00BN3ZZ526
VG,VONAGE HOLDINGS CORP,United States of America,NASDAQ,USD,,
0318,VONGROUP LTD,Hong Kong,SEHK,HKD,KYG9387J1132,
VNA,VONOVIA SE,Switzerland,EBS,CHF,,DE000A1ML7J1
VTLN,VONTOBEL HOLDING AG-REG,Germany,FWB,EUR,,CH0012335540
VNO,VORNADO REALTY TRUST,United States of America,US Exchange,,,
VTXB,VORTEX BRANDS CO,United States of America,PINK,USD,,
VEMFSDB,VOSTOK EMERGING FINANCE SDR,Sweden,SFB,SEK,,
VJET,VOXELJET AG-ADR,United States of America,NYSE,USD,,
VOXX,VOXX INTERNATIONAL CORP,United States of America,NASDAQ,USD,,
VOYA,VOYA FINANCIAL INC,United States of America,NYSE,USD,,
PPR,VOYA PRIME RATE TRUST,United States of America,NYSE,USD,,
VYGR,VOYAGER DIGITAL CANADA LTD,Canada,PURE,CAD,,
VYGR,VOYAGER THERAPEUTICS INC,Mexico,NASDAQ,USD,,
ALVDM,VOYAGEURS DU MONDE,France,SBF,EUR,,FR0004045847
VOYT,VOYANT INTERNATIONAL CORP,,VALUE,USD,,
VPBN,VP BANK AG-REG,Switzerland,EBS,CHF,,LI0315487269
VPC,VPCL LTD,Australia,ASX,AUD,,
1608,VPOWER GROUP INTERNATIONAL H,Hong Kong,SEHK,HKD,,
VRE,VR EDUCATION HOLDINGS PLC,United Kingdom,LSE,GBP,,
VRR,VR RESOURCES LTD,Canada,VENTURE,CAD,CA91831M1059,
VRAP,VRANKEN - POMMERY MONOPOLE,France,SBF,EUR,,FR0000062796
VRLLOG,VRL LOGISTICS LTD,India,NSE,INR,,INE366I01010
VRX,VRX SILICA LTD,Australia,ASX,AUD,,AU000000VRX5
1002,VS INTERNATIONAL GROUP,Hong Kong,SEHK,HKD,,
VSBN,VSB BANCORP INC,United States of America,PINK,USD,,
VSEC,VSE CORP,United States of America,NASDAQ,USD,,
VSTIND,VST INDUSTRIES LIMITED,India,NSE,INR,,INE710A01016
VSTTILLER,VST TILLERS TRACTORS LTD,India,NSE,INR,,INE764D01017
7593,VT HOLDINGS CO LTD,Japan,TSEJ,JPY,JP3854700006,JP3854700006
VTBR,VTB BANK JSC -GDR-REG S,,LSEIOB1,USD,,
0303,VTECH HOLDINGS LTD,Hong Kong,SEHK,HKD,BMG9400S1329,
VTVT,VTV THERAPEUTICS INC- CL A,United States of America,NASDAQ,USD,,
VBTC,VUBOTICS INC,,VALUE,USD,,
VKE,VUKILE PROPERTY FUND LTD,South Africa,JSE,ZAR,,ZAE000180865
VMC,VULCAN MATERIALS CO,Germany,US Exchange,,,
VUL,VULCAN MINERALS INC,Canada,VENTURE,CAD,,
VUZI,VUZIX CORP,United States of America,NASDAQ,USD,,
VWIN,VW WIN CENTURY INC,,VALUE,USD,,
VWR,VWR CORP,,VALUE,USD,,
VYCO,VYCOR MEDICAL INC,United States of America,PINK,USD,,
VYST,VYSTAR CORP,United States of America,PINK,USD,,
WSI,W S INDUSTRIES INDIA LTD,India,NSE,INR,,INE100D01014
WTCG,W TECHNOLOGIES INC,United States of America,PINK,USD,,
WNC,WABASH NATIONAL CORP,United States of America,NYSE,USD,,
WBC,WABCO HOLDINGS INC,Mexico,MEXI,MXN,,
WABCOINDI,WABCO INDIA LIMITED,India,NSE,INR,,
WAB,WABTEC CORP,Mexico,US Exchange,,,
WAC,WACKER NEUSON SE,Germany,IBIS,EUR,,DE000WACK012
3591,WACOAL HOLDINGS CORP,Japan,TSEJ,JPY,JP3992400006,JP3992400006
6727,WACOM CO LTD,Japan,TSEJ,JPY,JP3993400005,JP3993400005
WDR,WADDELL & REED FINANCIAL-A,United States of America,NYSE,USD,,
WGN,WAGNERS HOLDING CO LTD,Australia,ASX,AUD,,AU000000WGN7
9271,WAGOKORO CO LTD,Japan,TSEJ,JPY,,JP3993500002
WAFU,WAH FU EDUCATION GROUP LTD,United States of America,NASDAQ,USD,,
278,WAH HA REALTY CO,Hong Kong,SEHK,HKD,,HK0278001422
HLAL,WAHED FTSE USA SHARIAH ETF,,NASDAQ,USD,,
1305,WAI CHI HOLDINGS CO LTD,Hong Kong,SEHK,HKD,,
1013,WAI CHUN GROUP HOLDINGS LTD,Hong Kong,SEHK,HKD,,
0610,WAI KEE HOLDINGS LTD,Hong Kong,SEHK,HKD,,
WTRH,WAITR HOLDINGS INC,United States of America,NASDAQ,USD,,
WJX,WAJAX CORP,Canada,TSE,CAD,,
1888,WAKACHIKU CONSTRUCTION,Japan,TSEJ,JPY,JP3990800009,JP3990800009
WAKE,WAKE FOREST BANCSHARES INC,United States of America,PINK,USD,,
WAK,WAKENBY LTD,,VALUE,AUD,,
WALCHANNA,WALCHANDNAGAR INDUSTRIES,India,NSE,INR,,INE711A01022
WALG,WALCOM GROUP - D/I,United Kingdom,LSE,GBP,,
WDN,WALDRON ENERGY CORP,,VALUE,CAD,,
WBA,WALGREENS BOOTS ALLIANCE INC,Mexico,US Exchange,,US9314271084,
WKT,WALKABOUT RESOURCES LTD,Australia,ASX,AUD,,AU000000WKT6
WD,WALKER & DUNLOP INC,United States of America,NYSE,USD,,
WCW,WALKER CRIPS GROUP PLC,United Kingdom,LSE,GBP,,GB00B1YMRV88
WGB,WALKER GREENBANK PLC,United Kingdom,LSE,GBP,,
WRR,WALKER RIVER RESOURCES CORP,Canada,VENTURE,CAD,,
WSCO,WALL STREET MEDIA CO INC,United States of America,PINK,USD,,
WKBN,WALLISER KANTONALBANK-REG,Switzerland,EBS,CHF,,CH0305951201
ALLIX,WALLIX GROUP,France,SBF,EUR,,FR0010131409
WSO1,WALLSTREET:ONLINE AG,Germany,IBIS,EUR,,DE000A2GS609
WALMEX,WALMART DE MEXICO SAB DE CV,Mexico,MEXI,MXN,,MX01WA000038
WMT,WALMART INC,United States of America,US Exchange,,,
WLTG,WALTER ENERGY INC,Mexico,MEXI,MXN,,
WAM,WAM CAPITAL LIMITED,Australia,ASX,AUD,,AU000000WAM2
1718,WAN KEI GROUP HOLDINGS LTD,Hong Kong,SEHK,HKD,,
WANBURY,WANBURY LTD,India,NSE,INR,,INE107F01022
0169,WANDA HOTEL DEVELOPMENT CO L,Hong Kong,SEHK,HKD,,
WAN,WANDERER-WERKE AG,,VALUE,EUR,,
WDRP,WANDERPORT CORP,United States of America,PINK,USD,,
WAND,WANDISCO PLC,United Kingdom,LSE,GBP,,JE00B6Y3DV84
1222,WANG ON GROUP LTD,Hong Kong,SEHK,HKD,,
1243,WANG ON PROPERTIES LTD,Hong Kong,SEHK,HKD,,
600859,WANGFUJING GROUP CO LTD-A,China,SEHKNTL,CNH,,CNE000000GQ9
3939,WANGUO INTERNATIONAL MINING,Hong Kong,SEHK,HKD,,
600309,WANHUA CHEMICAL GROUP CO -A,China,SEHKNTL,CNH,,CNE0000016J9
0151,WANT WANT CHINA HOLDINGS LTD,Hong Kong,SEHK,HKD,,
3991,WANTEDLY INC,Japan,TSEJ,JPY,JP3155850005,JP3155850005
000559,WANXIANG QIANCHAO CO LTD-A,China,SEHKSZSE,CNH,,CNE000000FB3
2918,WARABEYA NICHIYO HOLDINGS CO,Japan,TSEJ,JPY,,JP3994400004
WHS,WAREHOUSE GROUP LIMITED/THE,,VALUE,AUD,,NZWHSE0001S6
WEB,WAREHOUSES ESTATES BELGIUM,Belgium,ENEXT.BE,EUR,,BE0003734481
WRC,WARNACO GROUP INC/THE,,VALUE,USD,,
W7L,WARPAINT LONDON PLC,United Kingdom,LSE,GBP,,GB00BYMF3676
WGO,WARREGO ENERGY LTD,Australia,ASX,AUD,,AU0000042525
WRGL,WARRIOR GIRL CORP,United States of America,PINK,USD,,
WAR,WARRIOR GOLD INC,Canada,VENTURE,CAD,,
HCC,WARRIOR MET COAL INC,United States of America,NYSE,USD,,
GPW,WARSAW STOCK EXCHANGE,Poland,WSE,PLN,,PLGPW0000017
WRT,WARTSILA OYJ ABP,Finland,HEX,EUR,,FI0009003727
WSHP,WASATCH PHARMACEUTICAL INC,,VALUE,USD,,
WRI,WASECO RESOURCES INC,Canada,VENTURE,CAD,,
4718,WASEDA ACADEMY CO LTD,Japan,TSEJ,JPY,JP3993750003,JP3993750003
6537,WASH HOUSE CO LTD,Japan,TSEJ,JPY,,JP3155550001
WBZB,WASHINGTON BUSINESS BANK,United States of America,PINK,USD,,
WAFD,WASHINGTON FEDERAL INC,United States of America,NASDAQ,USD,,
SOL,WASHINGTON H. SOUL PATTINSON,Australia,ASX,AUD,,AU000000SOL3
WPG,WASHINGTON PRIME GROUP INC,United States of America,NYSE,USD,,
WASH,WASHINGTON TRUST BANCORP,United States of America,NASDAQ,USD,,
3393,WASION HOLDINGS LTD,Hong Kong,SEHK,HKD,,
WCN,WASTE CONNECTIONS INC,Canada,NYSE,USD,CA94106B1013,
WM,WASTE MANAGEMENT INC,United States of America,US Exchange,,,
000156,WASU MEDIA HOLDING CO LTD-A,China,SEHKSZSE,CNH,,CNE0000014L0
4696,WATABE WEDDING CORP,Japan,TSEJ,JPY,JP3993850001,
7522,WATAMI CO LTD,Japan,TSEJ,JPY,JP3993900004,JP3993900004
WTG,WATCHSTONE GROUP PLC,United Kingdom,LSE,GBP,,
WTNW,WATER NOW INC,United States of America,PINK,USD,,
1161,WATER OASIS GROUP LTD,Hong Kong,SEHK,HKD,,
WTII,WATER TECHNOLOGIES INTERNATI,United States of America,PINK,USD,,
WWT,WATER WAYS TECHNOLOGIES INC,Canada,VENTURE,CAD,,
WBR,WATERLOO BREWING LTD,Canada,TSE,CAD,CA94155W1059,
WGF,WATERMARK GLOBAL LEADERS FUN,,VALUE,AUD,,
WAT,WATERS CORP,Germany,US Exchange,,,
WSBF,WATERSTONE FINANCIAL INC,United States of America,NASDAQ,USD,,
WTRE,WATFORD HOLDINGS LTD,United States of America,NASDAQ,USD,,
WJG,WATKIN JONES PLC,United Kingdom,LSE,GBP,,GB00BD6RF223
WTP,WATPAC LIMITED,,VALUE,AUD,,
WSO,WATSCO INC,United States of America,NYSE,USD,,
WHA,WATTLE HEALTH AUSTRALIA LTD,Australia,ASX,AUD,AU000000WHA2,
2258,WATTS INTERNATIONAL MARITIME,Hong Kong,SEHK,HKD,,
WTS,WATTS WATER TECHNOLOGIES-A,United States of America,NYSE,USD,,
WVE,WAVE LIFE SCIENCES LTD,United States of America,NASDAQ,USD,,
WAYS,WAVE SYNC CORP,United States of America,PINK,USD,,
WFTSF,WAVEFRONT TECHNOLOGY SOLUTIO,United States of America,PINK,USD,,
7940,WAVELOCK HOLDINGS CO LTD,Japan,TSEJ,JPY,JP3687800007,JP3687800007
WAL,WAVENET INTERNATIONAL LIMITED,,VALUE,AUD,,
WAVE,WAVERLEY PHARMA INC,Canada,VENTURE,CAD,,
WAVE,WAVESTONE,France,SBF,EUR,,FR0013357621
WXMN,WAXMAN INDUSTRIES INC,United States of America,PINK,USD,,
W,WAYFAIR INC- CLASS A,United States of America,NYSE,USD,,
WAYL,WAYLAND GROUP CORP,Canada,PURE,CAD,,
WAYN,WAYNE SAVINGS BANCSHARES INC,United States of America,PINK,USD,,
WSTG,WAYSIDE TECHNOLOGY GROUP INC,United States of America,NASDAQ,USD,,
WBIE,WBI BULLBEAR RISING INCOME 3,,ARCA,USD,,
WCBH,WCB HOLDINGS INC,United States of America,PINK,USD,,
WCFB,WCF BANCORP INC,United States of America,PINK,USD,,
WCIC,WCI COMMUNITIES INC,,VALUE,USD,,
2475,WDB HOLDINGS CO LTD,Japan,TSEJ,JPY,JP3505940001,JP3505940001
3772,WEALTH MANAGEMENT INC/ TOKYO,Japan,TSEJ,JPY,,JP3639550007
WML,WEALTH MINERALS LTD,Canada,VENTURE,CAD,,
WHSI,WEARABLE HEALTH SOLUTIONS IN,United States of America,PINK,USD,,
4825,WEATHERNEWS INC,Japan,TSEJ,JPY,JP3154500007,JP3154500007
WEBC,WEBCO INDUSTRIES INC,United States of America,PINK,USD,,
WEB,WEBJET LTD,Australia,ASX,AUD,AU000000WEB7,AU000000WEB7
WBMD,WEBMD HEALTH CORP,,VALUE,USD,,
ALWEB,WEBORAMA,,VALUE,EUR,,
WBSI,WEBSAFETY INC,United States of America,PINK,USD,,
WEBELSOLA,WEBSOL ENERGY SYSTEM LTD,India,NSE,INR,,INE855C01015
WBS,WEBSTER FINANCIAL CORP,Germany,NYSE,USD,,
WEC,WEC ENERGY GROUP INC,Germany,US Exchange,,,
1793,WECON HOLDINGS LIMITED,Hong Kong,SEHK,HKD,,
GAMR,WEDBUSH ETFMG VIDEO GAME TEC,,ARCA,USD,,
2388,WEDGE HOLDINGS CO LTD,Japan,TSEJ,JPY,JP3831450006,JP3831450006
E3B,WEE HUR HOLDINGS LTD,Singapore,SGX,SGD,,SG1W55939399
WBT,WEEBIT NANO LTD,Australia,ASX,AUD,,AU000000WBT5
BUDZ,WEED INC,United States of America,PINK,USD,,
WDHR,WEEDHIRE INTERNATIONAL INC,United States of America,PINK,USD,,
WMD,WEEDMD INC,Canada,VENTURE,CAD,CA9485251008,
WGNR,WEGENER CORP,United States of America,PINK,USD,,
WB,WEIBO CORP-SPON ADR,United States of America,NASDAQ,USD,,
000338,WEICHAI POWER CO LTD-A,China,SEHKSZSE,CNH,,CNE1000000D4
WEI,WEIDAI LTD-ADR,United States of America,NYSE,USD,,
2013,WEIMOB INC,Hong Kong,SEHK,HKD,KYG9T20A1060,
WRI,WEINGARTEN REALTY INVESTORS,United States of America,NYSE,USD,,
2698,WEIQIAO TEXTILE CO LTD-H,Germany,SEHK,HKD,,CNE1000004M7
WEIR,WEIR GROUP PLC/THE,Mexico,LSE,GBP,,GB0009465807
WMK,WEIS MARKETS INC,United States of America,NYSE,USD,,
WKOF,WEISS KOREA OPPORTUNITY FUND,United Kingdom,LSE,GBP,,GG00B933LL68
1570,WEIYE HOLDINGS LTD,Hong Kong,SEHK,HKD,,SG1CD6000000
WEIZMANIN,WEIZMANN LTD,India,NSE,INR,,INE080A01014
WBT,WELBILT INC,United States of America,NYSE,USD,,
3141,WELCIA HOLDINGS CO LTD,Japan,TSEJ,JPY,,JP3274280001
WLD,WELLARD LTD,Australia,ASX,AUD,,AU000000WLD8
WCG,WELLCARE HEALTH PLANS INC,,US Exchange,,,
WLL,WELLCOM GROUP LTD,,VALUE,AUD,,
WEBK,WELLESLEY BANK,,VALUE,USD,,
WMNC,WELLMAN MINING CORP,,VALUE,USD,,
WCUI,WELLNESS CENTER USA INC,United States of America,PINK,USD,,
WMGR,WELLNESS MATRIX GROUP INC,,VALUE,USD,,
WFC,WELLS FARGO & CO,United States of America,US Exchange,,,
EAD,WELLS FARGO INCOME OPPORTUNI,United States of America,AMEX,USD,,
WSE,WELLSTAR ENERGY CORP,,VALUE,CAD,,
WLSI,WELLSTAR INTERNATIONAL INC,,VALUE,USD,,
WELL,WELLTOWER INC,United States of America,US Exchange,,,
WELCORP,WELSPUN CORP LTD,India,NSE,INR,,INE191B01025
WELENT,WELSPUN ENTERPRISES LTD/NEW,India,NSE,INR,,INE625G01013
WELSPUNIN,WELSPUN INDIA LTD,India,NSE,INR,,INE192B01031
WWEI,WELWIND ENERGY INTERNATIONAL,,VALUE,USD,,
WENDT,WENDT INDIA LIMITED,India,NSE,INR,,INE274C01019
WEN,WENDY'S CO/THE,United States of America,NASDAQ,USD,,
WNWG,WENTWORTH ENERGY INC,,VALUE,USD,,
WRL,WENTWORTH RESOURCES PLC,,VALUE,NOK,,JE00BGT34J81
2120,WENZHOU KANGNING HOSPITAL -H,Hong Kong,SEHK,HKD,,CNE100002383
WERN,WERNER ENTERPRISES INC,United States of America,NASDAQ,USD,,
WSBC,WESBANCO INC,United States of America,NASDAQ,USD,,
WCE,WESCAN ENERGY CORP,Canada,VENTURE,CAD,,
WGF,WESCAN GOLDFIELDS INC,Canada,VENTURE,CAD,,
6091,WESCO HOLDINGS INC,Japan,TSEJ,JPY,JP3154650000,JP3154650000
WCC,WESCO INTERNATIONAL INC,United States of America,NYSE,USD,,
WDOFF,WESDOME GOLD MINES LTD,United States of America,PINK,USD,,
WES,WESFARMERS LIMITED,Australia,ASX,AUD,,AU000000WES1
WTBA,WEST BANCORPORATION,United States of America,NASDAQ,USD,,
9021,WEST JAPAN RAILWAY CO,Japan,TSEJ,JPY,,JP3659000008
WEDXF,WESTAIM CORP/THE,United States of America,PINK,USD,,
WABC,WESTAMERICA BANCORP,United States of America,NASDAQ,USD,,
WR,WESTAR ENERGY INC,,VALUE,USD,,
WBE,WESTBOND ENTERPRISES CORPORATION,Canada,VENTURE,CAD,,
WBOU,WESTBOUND BANK/TX,,VALUE,USD,,
WBBW,WESTBURY BANCORP INC,United States of America,PINK,USD,,
WTR,WESTCORE ENERGY LTD,Canada,VENTURE,CAD,,
WSTL,WESTELL TECHNOLOGIES INC-A,United States of America,NASDAQ,USD,,
WDC,WESTERN DIGITAL CORP,Mexico,NASDAQ,USD,US9581021055,
WMG,WESTERN MAGNESIUM CORP,Canada,VENTURE,CAD,,
601168,WESTERN MINING CO -A,China,SEHKNTL,CNH,,CNE100000619
WU,WESTERN UNION CO,Mexico,US Exchange,,US9598021098,
WZR,WESTERNZAGROS RESOURCES LTD.,,VALUE,CAD,,
WFD,WESTFIELD CORP,,VALUE,AUD,,
0W2,WESTGOLD RESOURCES LTD,Germany,FWB2,EUR,,AU000000WGX6
WHN,WESTHAVEN VENTURES INC,Canada,VENTURE,CAD,CA9603541082,
WJA,WESTJET AIRLINES LTD,,VALUE,CAD,,
WLK,WESTLAKE CHEMICAL CORP,United States of America,NYSE,USD,,
