EOD-Code,EOD-Name,Symbol-IB,longName-IB,Name_197
603708,Jiajiayue Group Co Ltd,603708,JIAJIAYUE GROUP CO LTD-A,JIAJIAYUE GROUP CO LTD-A
000550,Jiangling Motors Corp Ltd,000550,JIANGLING MOTORS CORP LTD-A,JIANGLING MOTORS CORP LTD-A
1366,Jiangnan Group Ltd,1366,JIANGNAN GROUP LTD,JIANGNAN GROUP LTD
600959,Jiangsu Broadcasting Cable inf,600959,JIANGSU BROADCASTING CABLE-A,JIANGSU BROADCASTING CABLE-A
600105,Jiangsu Etern Co Ltd,600105,JIANGSU ETERN CO LTD-A,JIANGSU ETERN CO LTD-A
0177,Jiangsu Expressway Co Ltd,177,JIANGSU EXPRESS CO LTD-H,JIANGSU EXPRESS CO LTD-H
600377,Jiangsu Expressway Co Ltd,600377,JIANGSU EXPRESSWAY CO LTD-A,JIANGSU EXPRESSWAY CO LTD-A
601100,Jiangsu Hengli Hydraulic Co Ltd,601100,JIANGSU HENGLI HYDRAULIC C-A,JIANGSU HENGLI HYDRAULIC C-A
600276,Jiangsu Hengrui Medicine Co Ltd,600276,JIANGSU HENGRUI MEDICINE C-A,JIANGSU HENGRUI MEDICINE C-A
601199,Jiangsu Jiangnan Water Co Ltd,601199,JIANGSU JIANGNAN WATER CO-A,JIANGSU JIANGNAN WATER CO-A
601222,Jiangsu Linyang Energy Co Ltd,601222,JIANGSU LINYANG ENERGY CO -A,JIANGSU LINYANG ENERGY CO -A
600287,Jiangsu Sainty Corp Ltd,600287,JIANGSU SAINTY CORP LTD-A,JIANGSU SAINTY CORP LTD-A
600486,Jiangsu Yangnong Chemical Co Ltd,600486,JIANGSU YANGNONG CHEMICAL -A,JIANGSU YANGNONG CHEMICAL -A
600805,Jiangsu Yueda Investment Co Ltd,600805,JIANGSU YUEDA INVESTMENT C-A,JIANGSU YUEDA INVESTMENT C-A
600770,Jiangsu Zongyi Co Ltd,600770,JIANGSU ZONGYI CO LTD-A,JIANGSU ZONGYI CO LTD-A
1916,Jiangxi Bank Co Ltd,1916,JIANGXI BANK CO LTD-H,JIANGXI BANK CO LTD-H
0358,Jiangxi Copper,358,JIANGXI COPPER CO LTD-H,JIANGXI COPPER CO LTD-H
600269,Jiangxi Ganyue Expressway Co Ltd,600269,JIANGXI GANYUE EXPRESSWAY -A,JIANGXI GANYUE EXPRESSWAY -A
600750,Jiangzhong Pharmaceutical Co Ltd,600750,JIANGZHONG PHARMACEUTICAL-A,JIANGZHONG PHARMACEUTICAL-A
JT,Jianpu Technology Inc,JT,JIANPU TECHNOLOGY INC-SP ADR,JIANPU TECHNOLOGY INC-SP ADR
1285,Jiashili Group Ltd,1285,JIASHILI GROUP LTD,JIASHILI GROUP LTD
JFIN,Jiayin Group Inc,JFIN,JIAYIN GROUP INC-ADR,JIAYIN GROUP INC-ADR
2768,Jiayuan Intl Grp Ltd,2768,JIAYUAN INTERNATIONAL GROUP,JIAYUAN INTERNATIONAL GROUP
3914,Jig-Saw Inc,3914,JIG-SAW INC,JIG-SAW INC
601718,Jihua Group Corp Ltd,601718,JIHUA GROUP CORP LTD-A,JIHUA GROUP CORP LTD-A
8049,Jilin Province Huinan Changlong Bio-pharmacy Co Ltd,8049,JILIN PROVINCE HUINAN-H,JILIN PROVINCE HUINAN-H
600881,Jilin Yatai Group Co Ltd,600881,JILIN YATAI GROUP CO LTD-A,JILIN YATAI GROUP CO LTD-A
7161,Jimoto Holdings Inc,7161,JIMOTO HOLDINGS INC,JIMOTO HOLDINGS INC
600807,Jinan High tech Development Co Ltd,600807,JINAN HIGH-TECH DEVELOPMEN-A,JINAN HIGH-TECH DEVELOPMEN-A
2362,Jinchuan Group International Resources Co Ltd,2362,JINCHUAN GROUP INTERNATIONAL,JINCHUAN GROUP INTERNATIONAL
JINDCOT,Jindal Cotex Limited,JINDCOT,JINDAL COTEX LIMITED,JINDAL COTEX LIMITED
JINDALPHOT,Jindal Photo Limited,JINDALPHO,JINDAL PHOTO LIMITED,JINDAL PHOTO LIMITED
JINDALSAW,Jindal Saw Limited,JINDALSAW,JINDAL SAW LTD,JINDAL SAW LTD
JSLHISAR,Jindal Stainless (Hisar) Limited,JSLHISAR,JINDAL STAINLESS HISAR LTD,JINDAL STAINLESS HISAR LTD
JSL,Jindal Stainless Limited,JSL,JINDAL STAINLESS LTD,JINDAL STAINLESS LTD
JINDALSTEL,Jindal Steel & Power Limited,JINDALSTE,JINDAL STEEL & POWER LTD,JINDAL STEEL & POWER LTD
JINDWORLD,Jindal Worldwide Limited,JINDWORLD,JINDAL WORLDWIDE LTD,JINDAL WORLDWIDE LTD
JRL,Jindalee Resources Ltd,JRL,JINDALEE RESOURCES LTD,JINDALEE RESOURCES LTD
601958,Jinduicheng Molybdenum Co Ltd,601958,JINDUICHENG MOLYBDENUM CO -A,JINDUICHENG MOLYBDENUM CO -A
1862,Jingrui Holdings Ltd,1862,JINGRUI HOLDINGS LTD,JINGRUI HOLDINGS LTD
000666,Jingwei Textile Machinery Co Ltd,000666,JINGWEI TEXTILE MACHINERY-A,JINGWEI TEXTILE MACHINERY-A
000656,Jinke Property Group Co Ltd,000656,JINKE PROPERTIES GROUP CO -A,JINKE PROPERTIES GROUP CO -A
JKS,JinkoSolar Holding Company Limited,JKS,JINKOSOLAR HOLDING CO-ADR,JINKOSOLAR HOLDING CO-ADR
000919,Jinling Pharmaceutical Co Ltd,000919,JINLING PHARMACEUTICAL-A,JINLING PHARMACEUTICAL-A
6139,JINMAO HOTEL AND JINMAO CHIN,6139,JINMAO HOTEL AND JINMAO CHIN,JINMAO HOTEL AND JINMAO CHIN
603113,Jinneng Science&Tech Co Ltd,603113,JINNENG SCIENCE&TECHNOLOGY-A,JINNENG SCIENCE&TECHNOLOGY-A
JST,JINPAN INTERNATIONAL LTD,JST,JINPAN INTERNATIONAL LTD,JINPAN INTERNATIONAL LTD
2558,Jinshang Bank Co Ltd,2558,JINSHANG BANK CO LTD-H,JINSHANG BANK CO LTD-H
600495,Jinxi Axle Co Ltd,600495,JINXI AXLE CO LTD-A,JINXI AXLE CO LTD-A
1951,Jinxin Fertility Group Ltd,1951,JINXIN FERTILITY GROUP LIMITED,JINXIN FERTILITY GROUP LIMITED
000546,Jinyuan Cement Co Ltd,000546,JINYUAN EP CO LTD-A,JINYUAN EP CO LTD-A
000587,Jinzhou Cihang Group Co Ltd,000587,JINZHOU CIHANG GROUP CO L-A,JINZHOU CIHANG GROUP CO L-A
600190,Jinzhou Port Co Ltd A,600190,JINZHOU PORT CO LTD-A,JINZHOU PORT CO LTD-A
601929,JiShi Media Co Ltd,601929,JISHI MEDIA CO LTD-A,JISHI MEDIA CO LTD-A
2358,Jiu Rong Holdings Ltd,2358,JIU RONG HOLDINGS LTD,JIU RONG HOLDINGS LTD
000799,Jiugui Liquor Co Ltd,000799,JIUGUI LIQUOR CO LTD-A,JIUGUI LIQUOR CO LTD-A
C8R,Jiutian Chemical Group Limited,C8R,JIUTIAN CHEMICAL GROUP LTD,JIUTIAN CHEMICAL GROUP LTD
JIVE,JIVE SOFTWARE INC,JIVE,JIVE SOFTWARE INC,JIVE SOFTWARE INC
000937,Jizhong Energy Resources Co Ltd,000937,JIZHONG ENERGY RESOURCES-A,JIZHONG ENERGY RESOURCES-A
JKCEMENT,JK Cement Limited,JKCEMENT,JK CEMENT LTD,JK CEMENT LTD
9896,JK Holdings Co Ltd,9896,JK HOLDINGS CO LTD,JK HOLDINGS CO LTD
JKPAPER,JK Paper Limited,JKPAPER,JK PAPER LTD,JK PAPER LTD
JKTYRE,JK Tyre & Industries Limited,JKTYRE,JK TYRE & INDUSTRIES LTD,JK TYRE & INDUSTRIES LTD
JKX,JKX OIL & GAS PLC,JKX,JKX OIL & GAS PLC,JKX OIL & GAS PLC
8527,JLogo Holdings Ltd,8527,JLOGO HOLDINGS LTD,JLOGO HOLDINGS LTD
JLT,JLT Mobile Computers AB (publ),JLT,JLT MOBILE COMPUTERS AB,JLT MOBILE COMPUTERS AB
JMFINANCIL,JM Financial Limited,JMFINANCI,JM FINANCIAL LTD,JM FINANCIAL LTD
3539,JM Holdings Co Ltd,3539,JM HOLDINGS CO LTD,JM HOLDINGS CO LTD
JMP,JMP GROUP LLC,JMP,JMP GROUP LLC,JMP GROUP LLC
1782,JOBAN KAIHATSU CO LTD,1782,JOBAN KAIHATSU CO LTD,JOBAN KAIHATSU CO LTD
JKCL,JOCKEY CLUB INC,JKCL,JOCKEY CLUB INC,JOCKEY CLUB INC
601566,Joeone Co Ltd,601566,JOEONE CO LTD -A,JOEONE CO LTD -A
JOEY,JOEY NEW YORK INC,JOEY,JOEY NEW YORK INC,JOEY NEW YORK INC
JBT,John Bean Technologies Corporation,JBT,JOHN BEAN TECHNOLOGIES CORP,JOHN BEAN TECHNOLOGIES CORP
BTO,John Hancock Financial Opportunities Fund,BTO,JOHN HANCOCK FINANCIAL OPPOR,JOHN HANCOCK FINANCIAL OPPOR
JLG,JOHN LAING GROUP PLC,JLG,JOHN LAING GROUP PLC,JOHN LAING GROUP PLC
JMSB,John Marshall Bancorp Inc,JMSB,JOHN MARSHALL BANCORP INC,JOHN MARSHALL BANCORP INC
JLG,Johns Lyng Group Ltd,JLG,JOHNS LYNG GROUP LTD,JOHNS LYNG GROUP LTD
JNJ,Johnson & Johnson,JNJ,JOHNSON & JOHNSON,JOHNSON & JOHNSON
JCHAC,Johnson Controls - Hitachi Air Conditioning India Limited,JCHAC,JOHNSON CONTROLS HITACHI AIR,JOHNSON CONTROLS HITACHI AIR
JMAT,Johnson Matthey PLC,JMAT,JOHNSON MATTHEY PLC,JOHNSON MATTHEY PLC
JOUT,Johnson Outdoors Inc,JOUT,JOHNSON OUTDOORS INC-A,JOHNSON OUTDOORS INC-A
JSG,Johnson Service Group Plc,JSG,JOHNSON SERVICE GROUP PLC,JOHNSON SERVICE GROUP PLC
2028,Jolimark Holdings Ltd,2028,JOLIMARK HOLDINGS LIMITED,JOLIMARK HOLDINGS LIMITED
JEII,JONES ENERGY II INC,JEII,JONES ENERGY II INC,JONES ENERGY II INC
JNY,JONES GROUP INC/THE,JNY,JONES GROUP INC/THE,JONES GROUP INC/THE
JLL,Jones Lang LaSalle Incorporated,JLL,JONES LANG LASALLE INC,JONES LANG LASALLE INC
JSDA,Jones Soda Co,JSDA,JONES SODA CO,JONES SODA CO
600872,Jonjee Hi-tech Industrial and Commercial Holding Co Ltd,600872,JONJEE HIGH-TECH INDUSTRIA-A,JONJEE HIGH-TECH INDUSTRIA-A
8173,Joshin Denki Co Ltd,8173,JOSHIN DENKI CO LTD,JOSHIN DENKI CO LTD
JOUL,Joules Group PLC,JOUL,JOULES GROUP PLC,JOULES GROUP PLC
JNCE,Jounce Therapeutics Inc,JNCE,JOUNCE THERAPEUTICS INC,JOUNCE THERAPEUTICS INC
JOR,Jourdan Resources Inc,JOR,JOURDAN RESOURCES INC.,JOURDAN RESOURCES INC.
JRN,JOURNAL COMMUNICATIONS INC-A,JRN,JOURNAL COMMUNICATIONS INC-A,JOURNAL COMMUNICATIONS INC-A
JOY,JOY GLOBAL INC,JOY,JOY GLOBAL INC,JOY GLOBAL INC
JYC,Joyce Corporation Ltd,JYC,JOYCE CORPORATION LIMITED,JOYCE CORPORATION LIMITED
JPEI,Jpmorgan Elect PLC 0.003p,JPEI,JP MORGAN ELECT-MGD I,JP MORGAN ELECT-MGD I
2749,JP-Holdings Inc,2749,JP-HOLDINGS INC,JP-HOLDINGS INC
AMJ,JPMorgan Alerian MLP Index ETN,AMJ,JPMORGAN ALERIAN MLP INDEX,JPMORGAN ALERIAN MLP INDEX
JAM,JPMorgan American Investment Trust,JAM,JPMORGAN AMERICAN INVEST-ORD,JPMORGAN AMERICAN INVEST-ORD
JPB,JPMORGAN BRAZIL INV-ORD,JPB,JPMORGAN BRAZIL INV-ORD,JPMORGAN BRAZIL INV-ORD
JPM,JPMorgan Chase & Co,CMC,JPMORGAN CHASE & CO,JPMORGAN CHASE & CO
JFC,JPMORGAN CHINA REGION FUND I,JFC,JPMORGAN CHINA REGION FUND I,JPMORGAN CHINA REGION FUND I
JII,JPMorgan Indian Inv Trust,JII,JPMORGAN INDIAN INV TRUST,JPMORGAN INDIAN INV TRUST
JFJ,JPMorgan Japanese Investment Trust,JFJ,JPMORGAN JAPANESE INVEST TR,JPMORGAN JAPANESE INVEST TR
JMF,JPMorgan Mid Cap Investment Trust,JMF,JPMORGAN MID CAP INV TRUST,JPMORGAN MID CAP INV TRUST
JRS,JPMorgan Russian Securities,JRS,JPMORGAN RUSSIAN SECURITIES,JPMORGAN RUSSIAN SECURITIES
JUSC,JPmorgan US Smaller Companies Investment Trust PLC,JUSC,JPMORGAN US SMALLER COMPANIE,JPMORGAN US SMALLER COMPANIE
JRJRQ,JRjr33 Inc,JRJRQ,JRJR33 INC,JRJR33 INC
3480,JSB Co Ltd,3480,JSB CO LTD,JSB CO LTD
7942,JSP Corp,7942,JSP CORP,JSP CORP
4185,Jsr Cor,4185,JSR CORP,JSR CORP
JSWENERGY,JSW Energy Limited,JSWENERGY,JSW ENERGY LIMITED,JSW ENERGY LIMITED
JSWHL,JSW Holdings Limited,JSWHL,JSW HOLDINGS LTD,JSW HOLDINGS LTD
JTC,JTC PLC,JTC,JTC PLC,JTC PLC
2479,JTec Corp,2479,JTEC CORP,JTEC CORP
6473,JTEKT Corp.,6473,JTEKT CORP,JTEKT CORP
JTEKTINDIA,Jtekt India Limited,JTEKTINDI,JTEKT INDIA LIMITED,JTEKT INDIA LIMITED
JFIL,JUBILANT FLAME INTERNATIONAL,JFIL,JUBILANT FLAME INTERNATIONAL,JUBILANT FLAME INTERNATIONAL
JUBLFOOD,Jubilant Foodworks Limited,JUBLFOOD,JUBILANT FOODWORKS LTD,JUBILANT FOODWORKS LTD
JUBLINDS,Jubilant Industries Limited,JUBLINDS,JUBILANT INDUSTRIES LTD,JUBILANT INDUSTRIES LTD
JUB,JUBILEE GOLD EXPLORATION - A,JUB,JUBILEE GOLD EXPLORATION - A,JUBILEE GOLD EXPLORATION - A
JLP,Jubilee Platinum,JLP,JUBILEE METALS GROUP PLC,JUBILEE METALS GROUP PLC
1459,Jujiang Constr Grp Co Ltd,1459,JUJIANG CONSTRUCTION GROUP-H,JUJIANG CONSTRUCTION GROUP-H
6440,Juki Corp,6440,JUKI CORPORATION,JUKI CORPORATION
BAER,Julius Baer Gruppe AG,JGE,JULIUS BAER GROUP LTD,JULIUS BAER GROUP LTD
JMA,Jullundur Motor Agency (Delhi) Limited,JMA,JULLUNDUR MOTOR AGENCY DELHI,JULLUNDUR MOTOR AGENCY DELHI
42R,Jumbo Group Ltd,42R,JUMBO GROUP LTD,JUMBO GROUP LTD
JMIA,Jumia Technologies AG,JMIA,JUMIA TECHNOLOGIES AG-ADR,JUMIA TECHNOLOGIES AG-ADR
603885,Juneyao Airlines,603885,JUNEYAO AIRLINES CO LTD-A,JUNEYAO AIRLINES CO LTD-A
JFN,Jungfraubahn Holding AG,JFN,JUNGFRAUBAHN HOLDING AG-REG,JUNGFRAUBAHN HOLDING AG-REG
JUVF,Juniata Valley Financial Corp,JUVF,JUNIATA VALLEY FINL CORP-PA,JUNIATA VALLEY FINL CORP-PA
JUNP,JUNIPER GROUP INC,JUNP,JUNIPER GROUP INC,JUNIPER GROUP INC
JNPR,Juniper Networks Inc,JNPR,JUNIPER NETWORKS INC,JUNIPER NETWORKS INC
JNP,JUNIPER PHARMACEUTICALS INC,JNP,JUNIPER PHARMACEUTICALS INC,JUNIPER PHARMACEUTICALS INC
JUNO,JUNO THERAPEUTICS INC,JUNO,JUNO THERAPEUTICS INC,JUNO THERAPEUTICS INC
JPR,Jupiter Energy Ltd,JPR,JUPITER ENERGY LTD,JUPITER ENERGY LTD
JPTR,JUPITER ENTERPRISES INC,JPTR,JUPITER ENTERPRISES INC,JUPITER ENTERPRISES INC
JUP,Jupiter Fund Management Plc,JUP,JUPITER FUND MANAGEMENT,JUPITER FUND MANAGEMENT
JMS,Jupiter Mines Ltd,JMS,JUPITER MINES LTD,JUPITER MINES LTD
JMS,JUPITER MINES LTD,JMS,JUPITER MINES LTD,JUPITER MINES LTD
JEC,Jura Energy Corporation,JEC,JURA ENERGY CORP,JURA ENERGY CORP
JUSTDIAL,Just Dial Limited,JUSTDIAL,JUST DIAL LTD,JUST DIAL LTD
4287,Justplanning Inc,4287,JUSTPLANNING INC,JUSTPLANNING INC
4686,Justsystems Corp,4686,JUSTSYSTEMS CORP,JUSTSYSTEMS CORP
3303,Jutal Offshore Oil Services Ltd,3303,JUTAL OFFSHORE OIL SERVICES,JUTAL OFFSHORE OIL SERVICES
3157,Jutec Holdings Corp,3157,JUTEC HOLDINGS CORP,JUTEC HOLDINGS CORP
JUVE,Juventus Football Club,JUVE,JUVENTUS FOOTBALL CLUB SPA,JUVENTUS FOOTBALL CLUB SPA
6632,JVC Kenwood Corp,6632,JVCKENWOOD CORP,JVCKENWOOD CORP
JYOTHYLAB,Jyothy Labs Limited,JYOTHYLAB,JYOTHY LABS LTD,JYOTHY LABS LTD
JYOTISTRUC,Jyoti Structures Limited,JYOTISTRU,JYOTI STRUCTURES LIMITED,JYOTI STRUCTURES LIMITED
JYSK,Jyske Bank A/S,JYSK,JYSKE BANK-REG,JYSKE BANK-REG
JZCP,JZ Capital Partners Ltd,JZCP,JZ CAPITAL PARTNERS LTD,JZ CAPITAL PARTNERS LTD
8475,K Group Holdings Ltd,8475,K GROUP HOLDINGS LTD,K GROUP HOLDINGS LTD
KBL,K-Bro Linen Inc.,KBL,K-BRO LINEN INC,K-BRO LINEN INC
KABX,KABE EXPLORATION INC,KABX,KABE EXPLORATION INC,KABE EXPLORATION INC
KAI,Kadant Inc,KAI,KADANT INC,KADANT INC
0180,Kader Holdings Co Ltd,180,KADER HOLDINGS CO LTD,KADER HOLDINGS CO LTD
KDST,Kadimastem Ltd,KDST,KADIMASTEM LTD,KADIMASTEM LTD
KDMN,KADMON HOLDINGS INC,KDMN,KADMON HOLDINGS INC,KADMON HOLDINGS INC
9468,Kadokawa Dwango Corp,9468,KADOKAWA CORP,KADOKAWA CORP
2612,Kadoya Sesame Mills Inc,2612,KADOYA SESAME MILLS INC,KADOYA SESAME MILLS INC
8154,Kaga Electronics Co Ltd,8154,KAGA ELECTRONICS CO LTD,KAGA ELECTRONICS CO LTD
KZL,KAGARA LTD,KZL,KAGARA LTD,KAGARA LTD
2811,Kagome Co Ltd,2811,KAGOME CO LTD,KAGOME CO LTD
KAHL,KAHALA CORP,KAHL,KAHALA CORP,KAHALA CORP
1215,Kai Yuan Holdings Ltd,1215,KAI YUAN HOLDINGS LTD,KAI YUAN HOLDINGS LTD
KLR,Kaili Resources Ltd,KLR,KAILI RESOURCES LTD,KAILI RESOURCES LTD
600997,Kailuan Energy Chemical Co Ltd,600997,KAILUAN ENERGY CHEMICAL CO-A,KAILUAN ENERGY CHEMICAL CO-A
KNOS,Kainos Group PLC,KNOS,KAINOS GROUP PLC,KAINOS GROUP PLC
KAI,Kairos Minerals Ltd,KAI,KAIROS MINERALS LTD,KAIROS MINERALS LTD
1638,Kaisa Group Holdings Ltd,1638,KAISA GROUP HOLDINGS LTD,KAISA GROUP HOLDINGS LTD
KALU,Kaiser Aluminum Corporation,KALU,KAISER ALUMINUM CORP,KAISER ALUMINUM CORP
KGHI,Kaiser Group Holdings Inc,KGHI,KAISER GROUP HOLDINGS INC,KAISER GROUP HOLDINGS INC
8203,Kaisun Energy Group Ltd,8203,KAISUN HOLDINGS LTD,KAISUN HOLDINGS LTD
KXIN,Kaixin Auto Holdings,KXIN,KAIXIN AUTO HOLDINGS,KAIXIN AUTO HOLDINGS
KZD,Kaizen Discovery,KZD,KAIZEN DISCOVERY INC,KAIZEN DISCOVERY INC
KAJARIACER,Kajaria Ceramics Limited,KAJARIACE,KAJARIA CERAMICS LIMITED,KAJARIA CERAMICS LIMITED
1812,Kajima Corp.,1812,KAJIMA CORP,KAJIMA CORP
4521,Kaken Pharmaceutical Co Ltd,4521,KAKEN PHARMACEUTICAL CO LTD,KAKEN PHARMACEUTICAL CO LTD
2294,Kakiyasu Honten Co Ltd,2294,KAKIYASU HONTEN CO LTD,KAKIYASU HONTEN CO LTD
KALA,Kala Pharmaceuticals Inc,KALA,KALA PHARMACEUTICALS INC,KALA PHARMACEUTICALS INC
KZR,Kalamazoo Resources Ltd,KZR,KALAMAZOO RESOURCES LIMITED,KALAMAZOO RESOURCES LIMITED
KLDO,Kaleido Biosciences Inc,KLDO,KALEIDO BIOSCIENCES INC,KALEIDO BIOSCIENCES INC
KALY,Kali Inc,KALY,KALI INC,KALI INC
KPO,Kalina Power Ltd,KPO,KALINA POWER LTD,KALINA POWER LTD
KLL,Kalium Lakes Ltd,KLL,KALIUM LAKES LTD,KALIUM LAKES LTD
KALO,Kallo Inc,KALO,KALLO INC,KALLO INC
KGM,KALNORTH GOLD MINES LTD,KGM,KALNORTH GOLD MINES LTD,KALNORTH GOLD MINES LTD
KALPATPOWR,Kalpataru Power Transmission Limited,KALPATPOW,KALPATARU POWER TRANSMISSION,KALPATARU POWER TRANSMISSION
ALKAL,Kalray SA,ALKAL,KALRAY SADIR,KALRAY SADIR
KALV,Kalvista Pharmaceuticals Inc,KALV,KALVISTA PHARMACEUTICALS INC,KALVISTA PHARMACEUTICALS INC
KALYANIFRG,Kalyani Forge Limited,KALYANIFR,KALYANI FORGE LIMITED,KALYANI FORGE LIMITED
KICL,Kalyani Investment Company Limited,KICL,KALYANI INVESTMENT CO LTD,KALYANI INVESTMENT CO LTD
KSL,Kalyani Steels Limited,KSL,KALYANI STEELS LTD,KALYANI STEELS LTD
KMDA,Kamada,KMDA,KAMADA LTD,KAMADA LTD
6184,Kamakura Shinsho Ltd,6184,KAMAKURA SHINSHO LTD,KAMAKURA SHINSHO LTD
KAMN,Kaman Corporation,KAMN,KAMAN CORP,KAMAN CORP
KAMATHOTEL,Kamat Hotels (I) Limited,KAMATHOTE,KAMAT HOTELS (INDIA),KAMAT HOTELS (INDIA)
KAMBI,Kambi Group PLC,KAMBI,KAMBI GROUP PLC,KAMBI GROUP PLC
KAMDHENU,Kamdhenu Limited,KAMDHENU,KAMDHENU LTD,KAMDHENU LTD
2220,Kameda Seika Co Ltd,2220,KAMEDA SEIKA CO LTD,KAMEDA SEIKA CO LTD
9364,Kamigumi Co Ltd,9364,KAMIGUMI CO LTD,KAMIGUMI CO LTD
8081,Kanaden Corp,8081,KANADEN CORP,KANADEN CORP
3939,Kanamic Network Co Ltd,3939,KANAMIC NETWORK CO LTD,KANAMIC NETWORK CO LTD
9678,Kanamoto Co Ltd,9678,KANAMOTO CO LTD,KANAMOTO CO LTD
KANANIIND,Kanani Industries Limited,KANANIIND,KANANI INDUSTRIES LTD,KANANI INDUSTRIES LTD
1992,Kanda Tsushinki Co Ltd,1992,KANDA TSUSHINKI CO LTD,KANDA TSUSHINKI CO LTD
1942,Kandenko Co Ltd,1942,KANDENKO CO LTD,KANDENKO CO LTD
KNDI,Kandi Technologies Group Inc,KNDI,KANDI TECHNOLOGIES GROUP INC,KANDI TECHNOLOGIES GROUP INC
KNE,Kane Biotech Inc,KNE,KANE BIOTECH INC,KANE BIOTECH INC
4118,Kaneka Corp,4118,KANEKA CORP,KANEKA CORP
1376,Kaneko Seeds Co Ltd,1376,KANEKO SEEDS CO LTD,KANEKO SEEDS CO LTD
8096,Kanematsu Electronics Ltd,8096,KANEMATSU ELECTRONICS LTD,KANEMATSU ELECTRONICS LTD
6402,Kanematsu Engineering Co Ltd,6402,KANEMATSU ENGINEERING CO LTD,KANEMATSU ENGINEERING CO LTD
KRL,KANGAROO RESOURCES LTD,KRL,KANGAROO RESOURCES LTD,KANGAROO RESOURCES LTD
6136,Kangda International,6136,KANGDA INTERNATIONAL ENVIRON,KANGDA INTERNATIONAL ENVIRON
600518,Kangmei Pharmaceutical Co Ltd,600518,KANGMEI PHARMACEUTICAL CO-A,KANGMEI PHARMACEUTICAL CO-A
9503,Kansai Electric Power Co Inc,9503,KANSAI ELECTRIC POWER CO INC,KANSAI ELECTRIC POWER CO INC
KANSAINER,Kansai Nerolac Paints Limited,KANSAINER,KANSAI NEROLAC PAINTS LTD,KANSAI NEROLAC PAINTS LTD
4613,Kansai Paint Co Ltd,4613,KANSAI PAINT CO LTD,KANSAI PAINT CO LTD
KCLI,Kansas City Life Insurance Company,KCLI,KANSAS CITY LIFE INS CO,KANSAS CITY LIFE INS CO
KSU,KANSAS CITY SOUTHERN,KSU,KANSAS CITY SOUTHERN,KANSAS CITY SOUTHERN
4047,Kanto Denka Kogyo Co Ltd,4047,KANTO DENKA KOGYO CO LTD,KANTO DENKA KOGYO CO LTD
1059,KANTONE HOLDINGS LTD,1059,KANTONE HOLDINGS LTD,KANTONE HOLDINGS LTD
4435,Kaonavi Inc,4435,KAONAVI INC,KAONAVI INC
KAP,Kap Industrial Holdings Ltd,KAP,KAP INDUSTRIAL HOLDINGS LTD,KAP INDUSTRIAL HOLDINGS LTD
KAPE,Kape Technologies PLC,KAPE,KAPE TECHNOLOGIES PLC,KAPE TECHNOLOGIES PLC
7421,Kappa Create Holdings Co Ltd,7421,KAPPA CREATE CO LTD,KAPPA CREATE CO LTD
KTU,KAPSTONE PAPER AND PACKAGING,KTU,KAPSTONE PAPER AND PACKAGING,KAPSTONE PAPER AND PACKAGING
KAR,KAR Auction Services Inc,KAR,KAR AUCTION SERVICES INC,KAR AUCTION SERVICES INC
K29,Karin Technology Holdings Limited,K29,KARIN TECHNOLOGY HOLDINGS,KARIN TECHNOLOGY HOLDINGS
KARMAENG,Karma Energy Limited,KARMAENG,KARMA ENERGY LTD,KARMA ENERGY LTD
KAR,KARMIN EXPLORATION INC.,KAR,KARMIN EXPLORATION INC.,KARMIN EXPLORATION INC.
KRN,Karnalyte Resources Inc.,KRN,KARNALYTE RESOURCES INC,KARNALYTE RESOURCES INC
KTKBANK,The Karnataka Bank Limited,KTKBANK,KARNATAKA BANK LTD,KARNATAKA BANK LTD
KAR,Karnov Group AB,KAR,KARNOV GROUP AB,KARNOV GROUP AB
KDEV,Karolinska Development AB ser. B,KDEV,KAROLINSKA DEVELOPMENT-B,KAROLINSKA DEVELOPMENT-B
KAR,Karoon Gas Australia Ltd,KAR,KAROON ENERGY LTD,KAROON ENERGY LTD
1050,Karrie International Holdings Ltd,1050,KARRIE INTL HLDGS LTD,KARRIE INTL HLDGS LTD
KRTX,Karuna Therapeutics Inc,KRTX,KARUNA THERAPEUTICS INC,KARUNA THERAPEUTICS INC
KARURVYSYA,Karur Vysya Bank Limited,KARURVYSY,KARUR VYSYA BANK LTD,KARUR VYSYA BANK LTD
KGL,Karuturi Global Limited,KGL,KARUTURI GLOBAL LTD,KARUTURI GLOBAL LTD
KPTI,Karyopharm Therapeutics Inc,KPTI,KARYOPHARM THERAPEUTICS INC,KARYOPHARM THERAPEUTICS INC
7256,Kasai Kogyo Co Ltd,7256,KASAI KOGYO CO LTD,KASAI KOGYO CO LTD
KAS,KASBAH RESOURCES LTD,KAS,KASBAH RESOURCES LTD,KASBAH RESOURCES LTD
KUSA,KASHIN INC,KUSA,KASHIN INC,KASHIN INC
KAST,KASTEN INC,KAST,KASTEN INC,KASTEN INC
3498,Kasumigaseki Capital Co Ltd,3498,KASUMIGASEKI CAPITAL CO LTD,KASUMIGASEKI CAPITAL CO LTD
KATX,KAT Exploration Inc,KATX,KAT EXPLORATION INC,KAT EXPLORATION INC
KTHN,Katahdin Bankshares Corp,KTHN,KATAHDIN BANKSHARES CORP,KATAHDIN BANKSHARES CORP
3001,Katakura Industries Co Ltd,3001,KATAKURA INDUSTRIES CO LTD,KATAKURA INDUSTRIES CO LTD
