,IB-industry,IB-longName,IB-marketName,IB-ISIN,IB-Symbol
13029,Industrial,MULLEN GROUP LTD,MTL,CA6252841045,MTL
13030,Basic Materials,MECHEL PJSC-SPONSORED ADR,MTL,US5838406081,MTL
13031,Technology,MANALTO LTD,MTL,AU000000MTL5,MTL
13032,Financial,MANAPPURAM FINANCE LTD,MANAPPURA,INE522D01027,MANAPPURA
13033,Industrial,MANARIS 2010 CORP,AVNY,US56176R1005,AVNY
13034,Financial,MANASOTA GROUP INC,HZNB,US5617611075,HZNB
13035,"Consumer, Cyclical",MANCHESTER UNITED PLC-CL A,MANU,KYG5784H1065,MANU
13036,Industrial,MONADELPHOUS GROUP LIMITED,MND,AU000000MND5,MND
13037,Basic Materials,MANDALAY RESOURCES CORP,MND,CA5625684025,MND
13038,Communications,MINERAL MIDRANGE SA,MND,PLMNRLM00010,MND
13039,"Consumer, Cyclical",MANDARIN ORIENTAL INTL LTD,M04,BMG578481068,M04
13040,"Consumer, Non-cyclical",MANDOM CORP,4917,JP3879400004,4917
13041,Industrial,MANGALAM CEMENT LIMITED,MANGLMCEM,INE347A01017,MANGLMCEM
13042,Basic Materials,MANGALAM DRUGS AND ORGANICS,MANGALAM,INE584F01014,MANGALAM
13043,Industrial,MANGALAM TIMBER PRODUCTS LTD,MANGTIMBE,INE805B01012,MANGTIMBE
13044,Basic Materials,MANGALORE CHEMICALS & FERT,MANGCHEFE,INE558B01017,MANGCHEFE
13045,Financial,MCAP INC,CURRENT,US5626942081,MCAP
13046,"Consumer, Non-cyclical",MEDCAP AB,MCAP,SE0009160872,MCAP
13047,Technology,MANHATTAN ASSOCIATES INC,NMS,US5627501092,MANH
13048,"Consumer, Non-cyclical",METIS ENERGY LTD,L02,SG1I14879601,L02
13049,"Consumer, Non-cyclical",MANHATTAN SCIENTIFICS INC,MHTX,US5631221000,MHTX
13050,"Consumer, Non-cyclical",MANI INC,7730,JP3869920003,7730
13051,"Consumer, Non-cyclical",MANITEX CAPITAL INC.,MNX,CA56342H2000,MNX
13052,"Consumer, Cyclical",MANITEX INTERNATIONAL INC,SCM,US5634201082,MNTX
13053,Communications,MANITOBA TELECOM SVCS INC,MBT,CA5634861093,MBT
13054,Industrial,MANITOU BF,MTU,FR0000038606,MTU
13055,Basic Materials,MANITOU GOLD INC,MTU,CA5635081006,MTU
13056,,MONTANARO UK SMALLER COS INV,SSMM,GB00BZ1H9L86,MTU
13057,Industrial,MANITOWOC COMPANY INC,MTW,US5635714059,MTW
13058,"Consumer, Non-cyclical",MANNATECH INC,NMS,US5637712036,MTEX
13059,"Consumer, Non-cyclical",MANNKIND CORP,NMS,US56400P7069,MNKD
13060,Financial,MANOLETE PARTNERS PLC,ASQ1,GB00BYWQCY12,MANO
13061,"Consumer, Non-cyclical",MANPASAND BEVERAGES LTD,MANPASAND,INE122R01018,MANPASAND
13062,Communications,SUNNY SIDE UP GROUP INC,2180,JP3322500004,2180
13063,"Consumer, Non-cyclical",MANPOWERGROUP GREATER CHINA,2180,KYG5795B1068,2180
13064,"Consumer, Cyclical",MANSEI CORP,7565,JP3879320004,7565
13065,Basic Materials,MANSFIELD-MARTIN EXPLORATION,MCPI,US5642631015,MCPI
13066,Technology,MANTECH INTERNATIONAL CORP-A,NMS,US5645631046,MANT
13067,Energy,MESA ROYALTY TRUST,MTR,US5906601068,MTR
13068,Financial,METAL TIGER PLC,ASQ1,GB00BMQC0691,MTR
13069,Financial,METAL TIGER PLC-CDI,MTR,AU0000129736,MTR
13070,Financial,MANTRA GROUP LTD,MTR,AU000000MTR2,MTR
13071,Communications,MOTORICUS SA,MTR,PLOPONX00011,MTR
13072,Industrial,MANUGRAPH INDIA LTD,MANUGRAPH,INE867A01022,MANUGRAPH
13073,"Consumer, Cyclical",MANUTAN INTERNATIONAL,MAN2,FR0000032302,MAN2
13074,"Consumer, Non-cyclical",MANZO PHARMACEUTICALS INC,LIMITED,US56510D1063,MNZO
13075,"Consumer, Cyclical",MAOYE COMMERCIAL CO LTD-A,600828,CNE000000FJ6,600828
13076,Basic Materials,MAPLE GOLD MINES LTD,MGMLF,CA5651271077,MGMLF
13077,"Consumer, Non-cyclical",MAPLE LEAF FOODS INC,CURRENT,CA5649051078,MLFNF
13078,"Consumer, Non-cyclical",MAPLE LEAF GREEN WORLD INC,MGWFF,CA5652973069,MGWFF
13079,Financial,MAPLETREE COMMERCIAL TRUST,N2IU,SG2D18969584,N2IU
13080,Financial,MAPLETREE INDUSTRIAL TRUST,ME8U,SG2C32962814,ME8U
13081,Financial,MAPLETREE LOGISTICS TRUST,M44U,SG1S03926213,M44U
13082,Technology,MAPS SPA,MAPS,IT0005364333,MAPS
13083,Technology,PROSTAR HOLDINGS INC,MAPS,CA74365J1021,MAPS
13084,Technology,WM TECHNOLOGY INC,NMS,US92971A1097,MAPS
13085,"Consumer, Cyclical",MARAL OVERSEAS LIMITED,MARALOVER,INE882A01013,MARALOVER
13086,"Consumer, Non-cyclical",MARANI BRANDS INC,MRIB,US56575N1063,MRIB
13087,Basic Materials,MARATHON GOLD CORP,MOZ,CA56580Q1028,MOZ
13088,"Consumer, Cyclical",MOSAIC BRANDS LTD,MOZ,AU0000066789,MOZ
13089,Diversified,MARATHON GROUP CORP,PDPR,US5658074019,PDPR
13090,Financial,MARATHON NEXTGEN REALTY LTD,MARATHON,INE182D01020,MARATHON
13091,Energy,MARATHON OIL CORP,MRO,US5658491064,MRO
13092,Basic Materials,MILLROCK RESOURCES INC,MRO,CA6011322022,MRO
13093,Financial,MELROSE INDUSTRIES PLC,SET1,GB00BNR5MZ78,MRO
13094,Utilities,MOSENERGO PAO-SPONSORED ADR,XETRA,US0373763087,MRO
13095,"Consumer, Non-cyclical",MARATHON DIGITAL HOLDINGS IN,SCM,US5657881067,MARA
13096,Financial,MADISON PACIFIC PROP INC-B,MPC,CA5579031017,MPC
13097,Energy,MARATHON PETROLEUM CORP,MPC,US56585A1025,MPC
13098,"Consumer, Cyclical",MARCHE CORP,7524,JP3875000006,7524
13099,Communications,MARCHEX INC-CLASS B,NMS,US56624R1086,MCHX
13100,Financial,MARCO POLO MARINE LTD,5LY,SG1W14938268,5LY
13101,,MARCO POLO MARINE LTD - SPINOFF,CQLW,SG5GH2000007,CQLW
13102,"Consumer, Cyclical",MARCUS CORP,MCS,US5663301068,MCS
13103,Energy,MCCHIP RESOURCES INC,MCS,CA5799031052,MCS
13104,Financial,MCCARTHY & STONE PLC,MCS,GB00BYNVD082,MCS
13105,Communications,WIRELESS TELECOM GROUP INC,WTT,US9765241081,WTT
13106,,MOBEUS INCOME & GROWTH 2 VCT,SSQ3,GB00B0LKLZ05,MIG
13107,,VANECK MOODY'S ANALYTICS IG,MIG,US92189H8622,MIG
13108,"Consumer, Non-cyclical",MARFIN INVESTMENT GROUP HOLD,XETRA,GRS314003005,MIG
13109,Financial,MERLIN PROPERTIES SOCIMI SA,MRL,ES0105025003,MRL
13110,"Consumer, Non-cyclical",MARLOWE PLC,ASQ1,GB00BD8SLV43,MRL
13111,Basic Materials,MAYUR RESOURCES LTD-CDI,MRL,AU000000MRL9,MRL
13112,,MARIAH ENERGY CORP.,MRH,CA56662Q1037,MRH
13113,"Consumer, Cyclical",MR HAMBURGER SA,MRH,PLLSNRN00015,MRH
13114,"Consumer, Non-cyclical",MARICO LIMITED,MARICO,INE196A01026,MARICO
13115,Basic Materials,INTERNATIONAL ICONIC GOLD EX,CURRENT,CA45968V1067,MFMLF
13116,Communications,MARILYNJEAN INTERACTIVE INC,MJMI,US56782D1072,MJMI
13117,"Consumer, Non-cyclical",MARIMED INC,PRIMQX,US56782V1070,MRMD
13118,Communications,MARIN SOFTWARE INC,NMS,US56804T2050,MRIN
13119,Financial,YD MORE INVESTMENTS LTD,MRIN,IL0011414641,MRIN
13120,Industrial,MARINE ELECTRICALS INDIA LTD,MARINE,INE01JE01028,MARINE
13121,Energy,MARINE PETROLEUM TRUST,SCM,US5684231070,MARPS
13122,"Consumer, Cyclical",MARINE PRODUCTS CORP,MPX,US5684271084,MPX
13123,Financial,MUSTERA PROPERTY GROUP LTD,MPX,AU000000MPX8,MPX
13124,"Consumer, Non-cyclical",MPX BIOCEUTICAL CORP,MPX,CA5534431021,MPX
13125,"Consumer, Cyclical",MARINEMAX INC,HZO,US5679081084,HZO
13126,Financial,MARINER CORP LTD,MCX,AU000000MCX6,MCX
13127,"Consumer, Non-cyclical",MCCORMICK & CO-NON VTG SHRS,XETRA,US5797802064,MCX
13128,Technology,MCX TECHNOLOGIES CORP,MCX,US5825761043,MCX
13129,Financial,MULTI COMMODITY EXCH INDIA,MCX,INE745G01035,MCX
13130,Financial,MEDLEY CAPITAL CORP,MCX,US58503F4037,MCX
13131,Financial,RENAISSANCERE HOLDINGS LTD,RNR,BMG7496G1033,RNR
13132,"Consumer, Non-cyclical",MARINUS PHARMACEUTICALS INC,NMS,US56854Q2003,MRNS
13133,,LS -3X SHORT MRNA,ECE1,XS2399366108,MRNS
13134,Basic Materials,MARITIME RESOURCES CORP,MAE,CA57035U1021,MAE
13135,Technology,MARIZYME INC,CURRENT,US5703721028,MRZM
13136,Financial,MARKEL CORP,MKL,US5705351048,MKL
13137,Communications,ATEA ASA,XETRA,NO0004822503,MKL
13138,Technology,MIGHTY KINGDOM LTD/AU,MKL,AU0000141517,MKL
13139,"Consumer, Non-cyclical",MARKER THERAPEUTICS INC,NMS,US57055L1070,MRKR
13140,,MARKET ACCESS RGR INTL CMDTY,MRIC,LU0249326488,MRIC
13141,"Consumer, Non-cyclical",MARKETAXESS HOLDINGS INC,NMS,US57060D1081,MKTX
13142,"Consumer, Cyclical",MARKETENTERPRISE CO LTD,3135,JP3860190002,3135
13143,Financial,MARKETING ALLIANCE INC/THE,CURRENT,US57061M1071,MAAL
13144,Communications,MARKETING CONCEPTS INTL,MCCI,US57059N1090,MCCI
13145,Basic Materials,MARKRAY CORP,LIMITED,US5706931012,RVBR
13146,"Consumer, Non-cyclical",MARKSANS PHARMA LIMITED,MARKSANS,INE750C01026,MARKSANS
13147,Financial,MARLIN BUSINESS SERVICES INC,MRLN,US5711571068,MRLN
13148,,VANECK LONG MUNI ETF,MLN,US92189F5364,MLN
13149,Basic Materials,MINERAL HILL INDUSTRIES LTD,XETRA,CA60283T2074,MLN
13150,Basic Materials,MARLIN GOLD MINING LTD,MLN,CA57117R1001,MLN
13151,"Consumer, Cyclical",MICHELIN (CGDE),MLN,FR001400AJ45,MLN
13152,Basic Materials,MARMOTA LTD,MEU,AU000000MEU8,MEU
13153,,MACKENZIE MAX DIV DEV EUROPE,MEU,CA55453P1009,MEU
13154,,LYXOR MSCI EUROPE DR ETF,ETF,FR0010261198,MEU
13155,Energy,MARQUEE ENERGY LTD,MQX,CA57143F1045,MQX
13156,Basic Materials,MARQUEE RESOURCES LIMITED,MQR,AU000000MQR8,MQR
13157,Basic Materials,MONARCH GOLD CORP,MQR,CA60918T1012,MQR
13158,Financial,MARQUETTE NATIONAL CORPORAT,PREMQX,US5715991098,MNAT
13159,"Consumer, Cyclical",MARRIOTT INTERNATIONAL -CL A,NMS,US5719032022,MAR
13160,Diversified,MARTIFER SGPS SA,MAR,PTMFR0AM0003,MAR
13161,Financial,PIERRE VACANCES,VAC,FR0000073041,VAC
13162,"Consumer, Cyclical",MARRIOTT VACATIONS WORLD,VAC,US57164Y1073,VAC
13163,Basic Materials,MARRONE BIO INNOVATIONS INC,MBII,US57165B1061,MBII
13164,"Consumer, Cyclical",MARS GROUP HOLDINGS CORP,6419,JP3860220007,6419
13165,Financial,MARSH & MCLENNAN COS,MMC,US5717481023,MMC
13166,Basic Materials,MYRIAD METALS CORP,MMC,CA62857U1075,MMC
13167,Basic Materials,MITRE MINING CORP LTD,MMC,AU0000171639,MMC
13168,"Consumer, Non-cyclical",MANAGEMENT CONSULTING GROUP,MMC,GB0001979029,MMC
13169,"Consumer, Non-cyclical",MM CONFERENCES SA,MMC,PLMMCNF00014,MMC
13170,Industrial,MARSHALL MACHINES LTD,MARSHALL,INE00SZ01018,MARSHALL
13171,"Consumer, Cyclical",MARSHALL MOTOR HOLDINGS PLC,MMH,GB00BVYB2Q58,MMH
13172,Industrial,MARSHALLS PLC,STMM,GB00B012BV22,MSLH
13173,"Consumer, Non-cyclical",MARSTONS PLC,SSMM,GB00B1JQDM80,MARS
13174,Technology,MARTELLO TECHNOLOGIES GROUP,MTLO,CA5730741017,MTLO
13175,Industrial,MARTEN TRANSPORT LTD,NMS,US5730751089,MRTN
13176,Communications,MARTHA STEWART LIVING-A,MSO,US5730831022,MSO
13177,,HSBC MSCI JAPAN UCITS ETF,MJP,IE00B5VX7566,MJP
13178,,MARTIN AIRCRAFT CO LTD ,MJP,NZMJPE0002S7,MJP
13179,Industrial,MCPHERSON'S LIMITED,MCP,AU000000MCP2,MCP
13180,Communications,GRUPO MEDIA CAPITAL SGPS,MCP,PTGMC0AM0003,MCP
13181,,MARTIN CURRIE ASIA UNCONSTRA,MCP,GB0005695126,MCP
13182,Industrial,MARTIN MARIETTA MATERIALS,MLM,US5732841060,MLM
13183,Basic Materials,METALLICA MINERALS LTD,MLM,AU000000MLM0,MLM
13184,Basic Materials,MCFARLANE LAKE MINING LTD,MLM,CA58046P1080,MLM
13185,Energy,MARTIN MIDSTREAM PARTNERS LP,NMS,US5733311055,MMLP
13186,,ALERIAN MIDSTRM ENRGY DIV,EUET,IE00BKPTXQ89,MMLP
13187,Industrial,MARTINREA INTERNATIONAL INC,MRE,CA5734591046,MRE
13188,Industrial,MDU RESOURCES GROUP INC,XETRA,US5526901096,MRE
13189,"Consumer, Cyclical",MARUBENI CORP,8002,JP3877600001,8002
13190,Industrial,MARUBUN CORP,7537,JP3877500003,7537
13191,"Consumer, Cyclical",MARUI GROUP CO LTD,8252,JP3870400003,8252
13192,Industrial,MARUICHI STEEL TUBE LTD,5463,JP3871200006,5463
13193,Basic Materials,MARUO CALCIUM CO LTD,4102,JP3872800002,4102
13194,Financial,MARUSAN SECURITIES CO LTD,8613,JP3874800000,8613
13195,Financial,ORIENTAL PAYMENT GROUP HOLDI,8613,KYG6779G1038,8613
13196,"Consumer, Cyclical",MARUTI SUZUKI INDIA LTD,MARUTI,INE585B01010,MARUTI
13197,Industrial,MARUWA CO LTD,5344,JP3879250003,5344
13198,"Consumer, Cyclical",MARUZEN CHI HOLDINGS CO LTD,3159,JP3346330008,3159
13199,Technology,MARVELL TECHNOLOGY INC,NMS,US5738741041,MRVL
13200,"Consumer, Non-cyclical",MARVEL BIOSCIENCES CORP,MRVL,CA57384M1077,MRVL
13201,Technology,MARVELOUS INC,7844,JP3860230006,7844
13202,"Consumer, Cyclical",MARY CHIA HOLDINGS LTD,5OX,SG1Y51946677,5OX
13203,"Consumer, Cyclical",MARYJANE GROUP INC/THE,MJMJ,US57388Q1040,MJMJ
13204,Financial,MAS FINANCIAL SERVICES LTD,MASFIN,INE348L01012,MASFIN
13205,Industrial,MINAEAN SP CONSTRUCTION CORP,MSP,CA60250V1022,MSP
13206,Financial,MAS P.L.C.,MSP,VGG5884M1041,MSP
13207,Industrial,MOSTOSTAL PLOCK,MSP,PLMSTPL00018,MSP
13208,Technology,DATTO HOLDING CORP,MSP,US23821D1000,MSP
13209,Financial,MASAWARA PLC,MASA,JE00B42XFD25,MASA
13210,,BETAPRO S&P/TSX CAPPED ENERG,HED,CA08661A2092,HED
13211,Financial,MASCHINENFABRIK HEID AG,HED,AT0000690151,HED
13212,Industrial,MASCO CORP,MAS,US5745991068,MAS
13213,Basic Materials,MAS GOLD CORP,MAS,CA57457A1057,MAS
13214,"Consumer, Cyclical",MELCO RESORTS & ENTERT-ADR,XETRA,US5854641009,MAS
13215,Industrial,MESA MINERALS LTD,MAS,AU000000MAS0,MAS
13216,Basic Materials,MASCOT SILVER LEAD MINES,MSLM,US5746671016,MSLM
13217,"Consumer, Non-cyclical",MASIMO CORPORATION,NMS,US5747951003,MASI
13218,"Consumer, Non-cyclical",MASI AGRICOLA SPA,MASI,IT0004125677,MASI
13219,Basic Materials,MASON GRAPHITE INC,INTPRIMQX,CA57520W1005,MGPHF
13220,"Consumer, Cyclical",MASON GROUP HOLDINGS LTD,273,HK0000227089,273
13221,Basic Materials,MASON RESOURCES CORP,MNR,CA5753231003,MNR
13222,Industrial,MASONITE INTERNATIONAL CORP,DOOR,CA5753851099,DOOR
13223,Financial,MASS BUSINESS DEVELOPMENT CP,NOINFO,US5756001013,MBDC
13224,Communications,MASS HYSTERIA ENTERTAINMENT,MHYS,US57541P2092,MHYS
13225,Energy,MASS MEGAWATTS WIND POWER IN,CURRENT,US5754161025,MMMW
13226,,MACKENZIE MAX DIVERS EM ETF,MEE,CA55453Q1081,MEE
13227,Energy,MASSEY ENERGY CO,MEE,US5762061068,MEE
13228,Energy,MEXCO ENERGY CORP,XETRA,US5927701012,MZB
13229,Industrial,MASSIVE DYNAMICS INC,MSSD,US5762891027,MSSD
13230,"Consumer, Cyclical",MSC INDUSTRIAL DIRECT CO-A,MSM,US5535301064,MSM
13231,Technology,MSM CORPORATION INTERNATIONA,MSM,AU000000MSM5,MSM
13232,"Consumer, Cyclical",MASSMART HOLDINGS LTD,MSM,ZAE000152617,MSM
13233,"Consumer, Non-cyclical",MASSMEDICA SA,MSM,PLMSMDC00018,MSM
13234,Technology,MASTECH DIGITAL INC,MHH,US57633B1008,MHH
13235,Technology,MASTEK LIMITED,MASTEK,INE759A01021,MASTEK
13236,Basic Materials,MAJOR DRILLING GROUP INTL,MDI,CA5609091031,MDI
13237,Basic Materials,MIDDLE ISLAND RESOURCES LTD,MDI,AU000000MDI5,MDI
13238,Energy,MASTER DRILLING GROUP LTD,MDI,ZAE000171948,MDI
13239,Industrial,MDIENERGIA,MDI,PLNFI1000012,MDI
13240,Financial,MASTERCARD INC - A,MA,US57636Q1040,MA
13241,Financial,MASTERCARD-CDR,MA,CA57637G1054,MA
13242,"Consumer, Cyclical",MASTERCRAFT BOAT HOLDINGS IN,NMS,US57637H1032,MCFT
13243,,ISHARES 3-7YRS US TR CRY HDG,2856,JP3049630001,2856
13244,Financial,MASTERLINK SECURITIES CORP,2856,TW0002856002,2856
13245,Communications,MASTERMIND INC,CURRENT,US57640Q1085,MMND
13246,Industrial,MYERS INDUSTRIES INC,MYE,US6284641098,MYE
13247,Energy,METAROCK GROUP LTD,MYE,AU000000MYE0,MYE
13248,Basic Materials,MATADOR MINING LIMITED,MZZ,AU000000MZZ2,MZZ
13249,,PROSHARES ULTSHRT MIDCAP400,MZZ,US74347G5808,MZZ
13250,Energy,MATADOR RESOURCES CO,MTDR,US5764852050,MTDR
13251,"Consumer, Non-cyclical",MATCHAAH HOLDINGS INC,LIMITED,US57667H1068,MCHA
13252,"Consumer, Non-cyclical",ONCOTELIC THERAPEUTICS INC,XETRA,US6283411097,OXGP
13253,Technology,MATERIALISE NV-ADR,NMS,US57667T1007,MTLS
13254,,MATERIALS SELECT SECTOR SPDR,XLB,US81369Y1001,XLB
13255,,ISHARES CORE CANADIAN LONG T,XLB,CA46430M1041,XLB
13256,Industrial,MATERION CORP,MTRN,US5766901012,MTRN
13257,"Consumer, Cyclical",MAYTRONICS LTD,MTRN,IL0010910656,MTRN
13258,"Consumer, Non-cyclical",MATERNUS-KLINIKEN AG,XETRA,DE0006044001,MAK
13259,"Consumer, Non-cyclical",MAKARONY POLSKIE SA,MAK,PLMKRNP00015,MAK
13260,Basic Materials,MATEX INTERNATIONAL LTD,M15,SG1P13916389,M15
13261,"Consumer, Non-cyclical",MATINAS BIOPHARMA HOLDINGS I,MTNB,US5768101058,MTNB
13262,Energy,MATRA PETROLEUM AB,MATRA,SE0009696040,MATRA
13263,,LYXOR EURO GOV BOND 1-3Y,MTA,LU1650487413,MTA
13264,Basic Materials,METALLA ROYALTY & STREAMING,MTA,CA59124U6051,MTA
13265,Technology,MEDIQON GROUP AG,XETRA,DE0006618309,MCE
13266,Industrial,MATRIX COMPOSITES & ENG,MCE,AU000000MCE6,MCE
13267,"Consumer, Cyclical",MATRIX HOLDINGS LIMITED,1005,BMG5888V1265,1005
13268,Industrial,MATSON INC,MATX,US57686G1058,MATX
13269,Industrial,MATSUI CONSTRUCTION CO LTD,1810,JP3863600007,1810
13270,Communications,XIAOMI CORP-CLASS B,1810,KYG9830T1067,1810
13271,Financial,MATSUI SECURITIES CO LTD,8628,JP3863800003,8628
13272,Basic Materials,MATSUMOTO YUSHI-SEIYAKU CO,4365,JP3869100002,4365
13273,"Consumer, Cyclical",MATSUKIYOCOCOKARA & CO,3088,JP3869010003,3088
13274,,CHINAAMC HANG SENG TECH -HKD,3088,HK0000643327,3088
13275,Industrial,MATSUO ELECTRIC CO LTD,6969,JP3864400001,6969
13276,"Consumer, Non-cyclical",SMOORE INTERNATIONAL HOLDING,6969,KYG8245V1023,6969
13277,"Consumer, Cyclical",MATSUOKA CORP,3611,JP3863900001,3611
13278,"Consumer, Cyclical",MATTEL INC,NMS,US5770811025,MAT
13279,Basic Materials,MATSA RESOURCES LTD,MAT,AU000000MAT8,MAT
13280,Basic Materials,MATAMEC EXPLORATIONS INC.,MAT,CA5765411064,MAT
13281,Industrial,MATTHEWS INTL CORP-CLASS A,NMS,US5771281012,MATW
13282,,LYXOR MSCI WORLD MAT,MATW,LU0533033824,MATW
13283,Technology,MATTSON TECHNOLOGY INC,MTSN,US5772231008,MTSN
13284,Financial,MAUCH CHUNK TRUST FINANCIAL,CURRENT,US5772371002,MCHT
13285,,IVZ MSCI CHINA TECH ALL SHS,EUET,IE00BM8QS095,MCHT
13286,Financial,MLP SE,XETRA,DE0006569908,MLP
13287,Financial,MAUI LAND & PINEAPPLE CO,MLP,US5773451019,MLP
13288,"Consumer, Non-cyclical",MILKPOL SA,MLP,PLMLKPL00012,MLP
13289,"Consumer, Non-cyclical",MAUNA KEA TECHNOLOGIES,MKEA,FR0010609263,MKEA
13290,,PIONEER MUNICIPAL HIGH INC,MAV,US7237621005,MAV
13291,"Consumer, Non-cyclical",MAV BEAUTY BRANDS INC,MAV,CA57767U1066,MAV
13292,Communications,MAVSHACK AB,MAV,SE0005992419,MAV
13293,,MAVEN INCOME AND GROWTH VCT4,SSQ3,GB00B043QW84,MAV4
13294,,MAVERICK OIL & GAS INC,MAVO,US57774W2026,MAVO
13295,Industrial,MARTIN MARIETTA MATERIALS,XETRA,US5732841060,MMX
13296,Basic Materials,MAVERIX METALS INC,MMX,CA57776F4050,MMX
13297,"Consumer, Non-cyclical",MAWANA SUGARS LTD,MAWANASUG,INE636A01039,MAWANASUG
13298,Basic Materials,MAWSON GOLD LTD,CURRENT,CA5777891006,MWSNF
13299,Financial,MAX FINANCIAL SERVICES LTD,MFSL,INE180A01020,MFSL
13300,Financial,MAX INDIA LTD/OLD,MAXINDIA,INE153U01017,MAXINDIA
13301,"Consumer, Cyclical",MAX SIGHT GROUP HOLDINGS LTD,8483,KYG6053A1031,8483
13302,Communications,MAX SOUND CORP,CURRENT,US57776X1090,MAXD
13303,Communications,MAXAR TECHNOLOGIES INC,MAXR,US57778K1051,MAXR
13304,"Consumer, Non-cyclical",MAXCYTE INC,ASQ1,US57777K1060,MXCT
13305,"Consumer, Cyclical",MAXELL LTD,6810,JP3791800000,6810
13306,Technology,MAXIM INTEGRATED PRODUCTS,MXIM,US57772K1016,MXIM
13307,Utilities,MAXIM POWER CORP.,CURRENT,CA57773Y2096,MXGFF
13308,Technology,MAXIMUS INC.,MMS,US5779331041,MMS
13309,Financial,MCMILLAN SHAKESPEARE LTD,MMS,AU000000MMS5,MMS
13310,,LYXOR MSCI EMU SMALL CAP DR,MMS,LU1598689153,MMS
13311,Basic Materials,MACARTHUR MINERALS LTD,MMS,AU0000065070,MMS
13312,,PHILLIP SGD MONEY MARKET ETF,MMS,SGXC85914460,MMS
13313,Basic Materials,MAXIMUS RESOURCES LTD,MXR,AU000000MXR4,MXR
13314,Basic Materials,MAWSON GOLD LTD,XETRA,CA5777891006,MXR
13315,"Consumer, Cyclical",MAXIPARTS LTD,MXI,AU000000MXI3,MXI
13316,,ISHARES GLOBAL MATERIALS ETF,MXI,US4642886950,MXI
13317,Technology,MAXIM INTEGRATED PRODUCTS,XETRA,US57772K1016,MXI
13318,Technology,MAXLINEAR INC,NMS,US57776J1007,MXL
13319,Technology,MAXNERVA TECHNOLOGY SERVICES,1037,BMG5993Y1066,1037
13320,Financial,MAXUS REALTY TRUST INC,LIMITED,US57774B1098,MRTI
13321,Basic Materials,MAYER HOLDINGS LIMITED,1116,KYG5906L1005,1116
13322,Basic Materials,MAYFAIR MINING & MINERALS IN,MFMM,US5780911005,MFMM
13323,,MACQUARIE/FT GL INT/UT DV IN,MFD,US55607W1009,MFD
13324,"Consumer, Non-cyclical",MAYFIELD CHILDCARE LTD,MFD,AU000000MFD1,MFD
13325,"Consumer, Non-cyclical",M FOOD SA,MFD,PLMDVLP00016,MFD
13326,"Consumer, Non-cyclical",MAYNE PHARMA GROUP LTD,MYX,AU000000MYX0,MYX
13327,"Consumer, Cyclical",MAYUR UNIQUOTERS LTD,MAYURUNIQ,INE040D01038,MAYURUNIQ
13328,,MORPHIC ETHICAL EQUITIES FUN,MEC,AU000000MEC6,MEC
13329,Industrial,MAYVILLE ENGINEERING CO INC,MEC,US5786051079,MEC
13330,"Consumer, Cyclical",MAZDA MOTOR CORP,7261,JP3868400007,7261
13331,,CHINAAMC NASDAQ 100 D2XL-HKD,7261,HK0000306594,7261
13332,Financial,MB BANCORP INC,MBCQ,US55280E1047,MBCQ
13333,Financial,MERKUR PRIVATBANK KGAA,XETRA,DE0008148206,MBK
13334,Basic Materials,METAL BANK LTD,MBK,AU000000MBK5,MBK
13335,Financial,MBANK SA,MBK,PLBRE0000012,MBK
13336,Financial,MBIA INC,MBI,US55262C1009,MBI
13337,"Consumer, Cyclical",MITSUBISHI CORP,XETRA,JP3898400001,MBI
13338,Industrial,MBL INFRASTRUCTURES LIMITED,MBLINFRA,INE912H01013,MBLINFRA
13339,Industrial,MBS INC,1401,JP3167660004,1401
13340,Communications,SPROCOMM INTELLIGENCE LTD,1401,KYG8401A1085,1401
13341,Industrial,MC ENDEAVORS INC,LIMITED,US5526811089,MSMY
13342,Basic Materials,MIQUEL Y COSTAS,MCM,ES0164180012,MCM
13343,Energy,MC MINING LTD,ASQ1,AU000000MCM9,MCM
13344,,LYXOR CORE MSCI EMU DR,ETF,LU1646360971,MFE
13345,Financial,MCAN MORTGAGE CORP,MKP,CA5791761086,MKP
13346,"Consumer, Non-cyclical",MCBRIDE PLC,SET3,GB0005746358,MCB
13347,Energy,MCCOY GLOBAL INC,MCB,CA57980Q1063,MCB
13348,Financial,METROPOLITAN BANK HOLDING CO,MCB,US5917741044,MCB
13349,Basic Materials,MCB RESOURCES LTD,MCB,AU0000077794,MCB
13350,Basic Materials,MCC MEILI CLOUD COMPUTING -A,000815,CNE000000W54,000815
13351,"Consumer, Non-cyclical",MCCORMICK & CO-NON VTG SHRS,MKC,US5797802064,MKC
13352,,MACKENZIE MAX DIVERS CA ETF,MKC,CA55453L1094,MKC
13353,Industrial,AAC CLYDE SPACE AB,XETRA,SE0009268154,MKC
13354,Energy,MCCOY GLOBAL INC,CURRENT,CA57980Q1063,MCCRF
13355,Energy,MCDERMOTT INTL INC,MDRIQ,PAL1201471A1,MDRIQ
13356,"Consumer, Cyclical",MC DONALD'S-CORP,MCD,US5801351017,MCD
13357,"Consumer, Cyclical",MCDONALD'S HOLDINGS CO JAPAN,2702,JP3750500005,2702
13358,Diversified,MCDOWELL HOLDINGS LTD,MCDHOLDIN,INE836H01014,MCDHOLDIN
13359,Industrial,MINEBEA MITSUMI INC,XETRA,JP3906000009,MEA
13360,Financial,MCGRATH LTD,MEA,AU000000MEA0,MEA
